IDBox;SumViability;NbSeed;PropViability;SumSwell;PropSwell;SumRad;PropRad;SumCot;PropCot;IDPod;Plant;Zone;Zone0;UniqueQuadrat;PosQuadrat;Plan;UniqueGeno;Block;Plate;NbSeedminusNA;propViabilityNA;TotalNbPods;time_flo;Dormancy;NumSeedPlant
309;3;5;0.6;5;1;5;1;5;1;257;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;5;0.6;100;NA;0;294
310;6;6;1;6;1;6;1;6;1;258;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;6;1;100;NA;0;294
311;4;4;1;4;1;4;1;4;1;259;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;4;1;100;NA;0;294
312;3;4;0.75;4;1;4;1;4;1;260;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;4;0.75;100;NA;0.25;294
313;3;3;1;3;1;3;1;3;1;260;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;3;1;100;NA;0;294
314;0;6;0;6;1;1;0.166666666666667;0;0;261;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;6;0;100;NA;0;294
315;5;6;0.833333333333333;6;1;6;1;6;1;262;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;6;0.833333333333333;100;NA;0;294
316;4;4;1;4;1;4;1;4;1;263;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;4;1;100;NA;0;294
317;3;4;0.75;4;1;4;1;4;1;263;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;4;0.75;100;NA;0;294
318;0;3;0;3;1;0;0;0;0;264;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;3;0;100;NA;0.333333333333333;294
319;4;4;1;4;1;4;1;4;1;265;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;4;1;100;NA;0;294
320;2;3;0.666666666666667;3;1;3;1;3;1;265;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;3;0.666666666666667;100;NA;0;294
321;3;3;1;3;1;3;1;3;1;266;F89-13-101-r2_H1_B_D2;NA;1;B;D2;interpop;Corse_H1;1;6;3;1;100;NA;0;294
322;2;4;0.5;4;1;4;1;4;1;267;F89-13-46-b2_H4_2013_B_D3;NA;1;B;D3;interpop;Corse_H4;1;6;4;0.5;10;11;0.25;16
323;4;4;1;4;1;4;1;4;1;267;F89-13-46-b2_H4_2013_B_D3;NA;1;B;D3;interpop;Corse_H4;1;6;4;1;10;11;0.25;16
324;4;4;1;4;1;4;1;4;1;268;F89-13-46-b2_H4_2013_B_D3;NA;1;B;D3;interpop;Corse_H4;1;6;4;1;10;11;0;16
325;3;4;0.75;4;1;3;0.75;3;0.75;268;F89-13-46-b2_H4_2013_B_D3;NA;1;B;D3;interpop;Corse_H4;1;6;4;0.75;10;11;0;16
326;3;4;0.75;4;1;4;1;4;1;269;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;0.75;31;18;0;179
327;3;3;1;3;1;3;1;3;1;269;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;3;1;31;18;0.333333333333333;179
328;4;4;1;4;1;4;1;4;1;270;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;1;31;18;0;179
329;3;3;1;3;1;3;1;3;1;270;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;3;1;31;18;0;179
330;3;4;0.75;4;1;4;1;4;1;271;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;0.75;31;18;0;179
331;3;3;1;3;1;3;1;3;1;271;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;3;1;31;18;0.333333333333333;179
332;2;4;0.5;4;1;4;1;4;1;272;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;0.5;31;18;0.25;179
333;3;3;1;3;1;3;1;3;1;272;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;3;1;31;18;0;179
334;6;6;1;6;1;6;1;6;1;273;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;1;31;18;0;179
335;5;5;1;5;1;5;1;5;1;274;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;5;1;31;18;0;179
336;4;6;0.666666666666667;6;1;5;0.833333333333333;6;1;275;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;0.666666666666667;31;18;0.166666666666667;179
337;3;4;0.75;4;1;4;1;4;1;276;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;0.75;31;18;0;179
338;2;3;0.666666666666667;3;1;3;1;3;1;276;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;3;0.666666666666667;31;18;0;179
339;5;6;0.833333333333333;6;1;6;1;6;1;277;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;0.833333333333333;31;18;0.666666666666667;179
340;4;5;0.8;5;1;5;1;5;1;278;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;5;0.8;31;18;0;179
341;6;6;1;6;1;6;1;6;1;279;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;1;31;18;0.166666666666667;179
342;2;4;0.5;4;1;4;1;4;1;280;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;0.5;31;18;0;179
343;3;3;1;3;1;3;1;3;1;280;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;3;1;31;18;0.333333333333333;179
344;6;6;1;6;1;6;1;6;1;281;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;1;31;18;0.666666666666667;179
345;5;6;0.833333333333333;6;1;6;1;6;1;282;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;0.833333333333333;31;18;0.166666666666667;179
346;6;6;1;6;1;6;1;6;1;283;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;1;31;18;0;179
347;3;4;0.75;4;1;4;1;4;1;284;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;0.75;31;18;0;179
348;3;4;0.75;4;1;4;1;4;1;284;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;0.75;31;18;0;179
349;1;5;0.2;5;1;5;1;5;1;285;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;5;0.2;31;18;0.4;179
350;2;4;0.5;4;1;3;0.75;3;0.75;286;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;0.5;31;18;0;179
351;3;4;0.75;4;1;4;1;4;1;286;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;0.75;31;18;0;179
352;2;5;0.4;5;1;5;1;5;1;287;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;5;0.4;31;18;0;179
353;2;6;0.333333333333333;6;1;6;1;5;0.833333333333333;288;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;0.333333333333333;31;18;0.333333333333333;179
354;3;6;0.5;6;1;6;1;4;0.666666666666667;289;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;0.5;31;18;0.666666666666667;179
355;4;4;1;4;1;4;1;4;1;290;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;1;31;18;0;179
356;0;6;0;6;1;6;1;6;1;291;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;0;31;18;0.333333333333333;179
357;0;5;0;5;1;2;0.4;2;0.4;292;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;5;0;31;18;0;179
358;3;5;0.6;5;1;5;1;4;0.8;293;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;5;0.6;31;18;0;179
359;4;6;0.666666666666667;6;1;6;1;5;0.833333333333333;294;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;6;0.666666666666667;31;18;0;179
360;3;4;0.75;4;1;4;1;4;1;295;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;6;4;0.75;31;18;0.25;179
361;3;3;1;3;1;3;1;3;1;295;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;7;3;1;31;18;0;179
362;1;4;0.25;4;1;4;1;4;1;296;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;7;4;0.25;31;18;0.25;179
363;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;297;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;7;3;0.666666666666667;31;18;1;179
364;0;1;0;1;1;0;0;1;1;298;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;7;1;0;31;18;0;179
365;5;6;0.833333333333333;6;1;6;1;5;0.833333333333333;299;L1119_Na545_H50_B_D5;NA;1;B;D5;interpop;Narbonne_H50;1;7;6;0.833333333333333;31;18;0;179
366;3;4;0.75;4;1;4;1;4;1;300;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;4;0.75;13;11;0;57
367;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;300;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;3;0.666666666666667;13;11;0;57
368;4;5;0.8;5;1;5;1;5;1;301;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;5;0.8;13;11;0;57
369;1;4;0.25;4;1;4;1;3;0.75;302;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;4;0.25;13;11;0.25;57
370;3;3;1;3;1;3;1;3;1;302;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;3;1;13;11;0;57
371;4;4;1;4;1;4;1;4;1;303;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;4;1;13;11;0.25;57
372;2;3;0.666666666666667;3;1;3;1;3;1;303;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;3;0.666666666666667;13;11;0;57
373;0;4;0;4;1;1;0.25;0;0;304;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;4;0;13;11;0;57
374;2;4;0.5;4;1;3;0.75;3;0.75;304;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;4;0.5;13;11;0;57
375;6;6;1;6;1;6;1;6;1;305;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;6;1;13;11;0;57
376;3;4;0.75;4;1;4;1;4;1;306;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;4;0.75;13;11;0;57
377;2;3;0.666666666666667;3;1;3;1;3;1;306;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;3;0.666666666666667;13;11;0;57
378;3;3;1;3;1;3;1;3;1;307;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;3;1;13;11;0;57
379;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;308;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;3;0.666666666666667;13;11;0.666666666666667;57
380;3;4;0.75;4;1;4;1;4;1;309;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7;4;0.75;13;11;0;57
381;4;4;1;4;1;4;1;4;1;310;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;4;1;9;25;0;45
382;3;4;0.75;4;1;4;1;4;1;310;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;4;0.75;9;25;0;45
383;4;4;1;4;1;4;1;4;1;311;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;4;1;9;25;0.25;45
384;3;3;1;3;1;3;1;3;1;311;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;3;1;9;25;0;45
385;3;4;0.75;4;1;3;0.75;4;1;312;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;4;0.75;9;25;0.25;45
386;4;4;1;4;1;4;1;4;1;312;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;4;1;9;25;0.25;45
387;3;4;0.75;4;1;4;1;4;1;313;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;4;0.75;9;25;0;45
388;3;4;0.75;4;1;4;1;4;1;313;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;4;0.75;9;25;0;45
389;4;4;1;4;1;4;1;4;1;314;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;4;1;9;25;0.25;45
390;3;4;0.75;4;1;4;1;4;1;314;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;4;0.75;9;25;0.25;45
391;6;6;1;6;1;6;1;6;1;315;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7;6;1;9;25;0.333333333333333;45
392;4;4;1;4;1;4;1;4;1;316;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;1;20;18;0;125
393;4;4;1;4;1;4;1;4;1;316;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;1;20;18;0;125
394;4;4;1;4;1;4;1;4;1;317;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;1;20;18;0;125
395;3;3;1;3;1;3;1;3;1;317;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;3;1;20;18;0;125
396;0;4;0;4;1;4;1;4;1;318;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;0;NA;20;18;0.25;125
397;3;4;0.75;4;1;4;1;4;1;318;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0.75;20;18;0;125
398;4;4;1;4;1;4;1;4;1;319;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;1;20;18;0.25;125
399;3;3;1;3;1;3;1;3;1;319;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;3;1;20;18;0;125
400;4;4;1;4;1;4;1;4;1;320;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;1;20;18;0;125
401;3;3;1;3;1;3;1;3;1;320;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;3;1;20;18;0;125
402;3;4;0.75;4;1;4;1;3;0.75;321;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0.75;20;18;0;125
403;3;4;0.75;4;1;4;1;3;0.75;321;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0.75;20;18;0;125
404;4;4;1;4;1;4;1;4;1;322;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;1;20;18;0;125
405;3;4;0.75;4;1;3;0.75;3;0.75;322;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0.75;20;18;0.25;125
406;5;5;1;5;1;5;1;5;1;323;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;5;1;20;18;0.2;125
407;3;4;0.75;4;1;4;1;4;1;323;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0.75;20;18;0;125
408;4;4;1;4;1;4;1;4;1;324;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;1;20;18;0;125
409;1;4;0.25;4;1;4;1;4;1;324;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0.25;20;18;0;125
410;5;6;0.833333333333333;6;1;6;1;6;1;325;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;6;0.833333333333333;20;18;0;125
411;0;4;0;4;1;4;1;4;1;326;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0;20;18;0;125
412;2;3;0.666666666666667;3;1;3;1;3;1;326;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;3;0.666666666666667;20;18;0.333333333333333;125
413;3;6;0.5;6;1;6;1;4;0.666666666666667;327;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;6;0.5;20;18;0;125
414;2;4;0.5;4;1;4;1;4;1;328;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0.5;20;18;0;125
415;2;4;0.5;4;1;4;1;3;0.75;328;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0.5;20;18;0.25;125
416;0;4;0;4;1;1;0.25;1;0.25;329;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0;20;18;0;125
417;0;4;0;4;1;2;0.5;1;0.25;329;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0;20;18;0.5;125
418;0;4;0;4;1;4;1;2;0.5;330;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0;20;18;0;125
419;0;3;0;3;1;3;1;1;0.333333333333333;330;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;3;0;20;18;0;125
420;2;4;0.5;4;1;4;1;4;1;331;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7;4;0.5;20;18;0.5;125
421;3;3;1;3;1;3;1;3;1;331;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;2;1;3;1;20;18;0.333333333333333;125
422;3;4;0.75;4;1;4;1;3;0.75;333;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;2;1;4;0.75;7;18;0;32
423;2;3;0.666666666666667;3;1;3;1;3;1;333;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;2;1;3;0.666666666666667;7;18;0;32
424;3;4;0.75;4;1;4;1;3;0.75;335;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;2;1;4;0.75;7;18;0;32
425;3;3;1;3;1;3;1;3;1;335;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;2;1;3;1;7;18;0;32
426;4;5;0.8;5;1;5;1;5;1;337;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;2;1;5;0.8;7;18;0;32
427;1;6;0.166666666666667;6;1;1;0.166666666666667;1;0.166666666666667;339;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;1;1;14;18;0.166666666666667;85
428;4;4;1;4;1;4;1;4;1;341;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;4;1;14;18;0.25;85
429;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;341;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;3;0.666666666666667;14;18;0;85
430;3;4;0.75;4;1;3;0.75;4;1;343;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;4;0.75;14;18;0.5;85
431;2;3;0.666666666666667;3;1;2;0.666666666666667;3;1;343;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;3;0.666666666666667;14;18;0.333333333333333;85
432;3;4;0.75;4;1;3;0.75;3;0.75;345;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;4;0.75;14;18;0.75;85
433;1;3;0.333333333333333;3;1;3;1;3;1;345;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;3;0.333333333333333;14;18;0;85
434;4;4;1;4;1;4;1;4;1;347;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;4;1;14;18;0.5;85
435;3;3;1;3;1;3;1;3;1;347;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;3;1;14;18;0.333333333333333;85
436;1;5;0.2;5;1;4;0.8;3;0.6;349;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;5;0.2;14;18;0;85
437;1;4;0.25;4;1;4;1;4;1;351;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1;4;0.25;14;18;0;85
438;3;4;0.75;4;1;4;1;4;1;353;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;2;1;4;0.75;7;25;0.25;39
439;3;3;1;3;1;3;1;3;1;353;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;2;1;3;1;7;25;0.333333333333333;39
440;4;6;0.666666666666667;6;1;6;1;4;0.666666666666667;355;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;2;1;6;0.666666666666667;7;25;0.166666666666667;39
441;4;5;0.8;5;1;5;1;5;1;357;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;2;1;5;0.8;7;25;0;39
442;2;4;0.5;4;1;4;1;2;0.5;359;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;4;0.5;19;11;0;123
443;4;4;1;4;1;4;1;4;1;359;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;4;1;19;11;0;123
444;4;5;0.8;5;1;5;1;5;1;361;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;5;0.8;19;11;0.2;123
445;3;4;0.75;4;1;4;1;4;1;361;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;4;0.75;19;11;0.5;123
446;3;4;0.75;4;1;4;1;4;1;363;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;4;0.75;19;11;0.25;123
447;3;3;1;3;1;3;1;3;1;363;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;3;1;19;11;0;123
448;4;5;0.8;5;1;5;1;5;1;365;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;5;0.8;19;11;0;123
449;4;5;0.8;5;1;5;1;4;0.8;365;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;5;0.8;19;11;0;123
450;3;4;0.75;4;1;4;1;3;0.75;367;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;4;0.75;19;11;0.25;123
451;3;3;1;3;1;3;1;3;1;367;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;3;1;19;11;0;123
452;4;6;0.666666666666667;6;1;6;1;5;0.833333333333333;369;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;6;0.666666666666667;19;11;0;123
453;4;4;1;4;1;4;1;4;1;371;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;4;1;19;11;0.5;123
454;3;3;1;3;1;3;1;3;1;371;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;3;1;19;11;0;123
455;6;6;1;6;1;6;1;5;0.833333333333333;373;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;6;1;19;11;0.166666666666667;123
456;4;6;0.666666666666667;6;1;6;1;4;0.666666666666667;375;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1;6;0.666666666666667;19;11;0.333333333333333;123
457;4;4;1;4;1;4;1;4;1;377;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;2;1;4;1;3;18;0;21
458;2;3;0.666666666666667;3;1;3;1;3;1;377;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;2;1;3;0.666666666666667;3;18;0;21
459;3;4;0.75;4;1;4;1;4;1;379;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;2;1;4;0.75;3;18;0;21
460;3;3;1;3;1;3;1;3;1;379;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;2;1;3;1;3;18;0;21
461;2;4;0.5;4;1;4;1;4;1;381;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;4;0.5;19;3;0;110
462;3;4;0.75;4;1;4;1;4;1;381;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;4;0.75;19;3;0;110
463;0;4;0;4;1;3;0.75;4;1;383;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;4;0;19;3;0;110
464;0;3;0;3;1;1;0.333333333333333;1;0.333333333333333;383;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;3;0;19;3;0;110
465;3;4;0.75;4;1;4;1;4;1;385;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;4;0.75;19;3;0;110
466;2;3;0.666666666666667;3;1;3;1;3;1;385;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;3;0.666666666666667;19;3;0;110
467;2;4;0.5;4;1;4;1;4;1;387;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;4;0.5;19;3;0;110
468;3;3;1;3;1;3;1;3;1;387;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;3;1;19;3;0;110
469;4;5;0.8;5;1;5;1;4;0.8;389;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;5;0.8;19;3;0;110
470;3;6;0.5;6;1;5;0.833333333333333;3;0.5;391;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;6;0.5;19;3;0;110
471;3;6;0.5;6;1;6;1;6;1;393;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;6;0.5;19;3;0;110
472;1;4;0.25;4;1;4;1;4;1;395;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;4;0.25;19;3;0;110
473;0;4;0;4;1;4;1;3;0.75;395;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;4;0;19;3;0;110
474;2;6;0.333333333333333;6;1;6;1;6;1;397;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1;6;0.333333333333333;19;3;0;110
475;3;4;0.75;4;1;4;1;3;0.75;399;F89-13-46-b2_H4_2013_E_A2;NA;1;E;A2;interpop;Corse_H4;2;1;4;0.75;6;21.5;0.5;20
