IDBox;SumViability;NbSeed;PropViability;SumSwell;PropSwell;SumRad;PropRad;SumCot;PropCot;IDPod;Plant;Zone;Zone0;UniqueQuadrat;PosQuadrat;Plan;UniqueGeno;Block;Plate;NbSeedminusNA;propViabilityNA;TotalNbPods;time_flo;Dormancy;NumSeedPlant
476;1;3;0.333333333333333;3;1;3;1;1;0.333333333333333;399;F89-13-46-b2_H4_2013_E_A2;NA;1;E;A2;interpop;Corse_H4;2;1;3;0.333333333333333;6;21.5;0.333333333333333;20
477;2;4;0.5;4;1;4;1;4;1;401;F89-13-46-b2_H4_2013_E_A2;NA;1;E;A2;interpop;Corse_H4;2;1;4;0.5;6;21.5;0.25;20
478;0;5;0;5;1;0;0;0;0;403;L1125_Na657_H8_E_A3;NA;1;E;A3;interpop;Narbonne_H8;2;1;5;0;9;25;0.4;17
479;0;6;0;6;1;0;0;0;0;405;L1125_Na657_H8_E_A3;NA;1;E;A3;interpop;Narbonne_H8;2;1;6;0;9;25;0.333333333333333;17
480;0;6;0;6;1;0;0;0;0;407;F89-13-156-p2_H5_E_A6;NA;1;E;A6;interpop;Corse_H5;2;1;6;0;5;25;0.166666666666667;23
481;2;4;0.5;4;1;3;0.75;3;0.75;409;F89-13-156-p2_H5_E_A6;NA;1;E;A6;interpop;Corse_H5;2;2;4;0.5;5;25;0;23
482;6;6;1;6;1;6;1;6;1;411;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2;6;1;14;18;0;59
483;6;6;1;6;1;6;1;6;1;413;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2;6;1;14;18;0;59
484;3;5;0.6;5;1;5;1;2;0.4;415;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2;5;0.6;14;18;0.2;59
485;3;4;0.75;4;1;4;1;4;1;417;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2;4;0.75;14;18;0;59
486;3;3;1;3;1;3;1;3;1;417;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2;3;1;14;18;0;59
487;5;5;1;5;1;5;1;5;1;419;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2;5;1;14;18;0;59
488;6;6;1;6;1;6;1;6;1;421;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;2;2;6;1;22;14.5;0.166666666666667;34
489;2;4;0.5;4;1;4;1;3;0.75;423;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;2;2;4;0.5;22;14.5;0.25;34
490;3;3;1;3;1;3;1;3;1;423;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;2;2;3;1;22;14.5;0;34
491;5;5;1;5;1;5;1;5;1;425;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;2;2;5;1;22;14.5;0;34
492;4;4;1;4;1;4;1;4;1;427;F89-13-155-p2_H1_E_CC5;NA;1;E;CC5;interpop;Corse_H1;2;2;4;1;4;18;0.25;13
493;3;3;1;3;1;3;1;3;1;427;F89-13-155-p2_H1_E_CC5;NA;1;E;CC5;interpop;Corse_H1;2;2;3;1;4;18;0;13
494;4;4;1;4;1;4;1;4;1;429;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;1;34;14.5;0.25;203
495;3;3;1;3;1;3;1;3;1;429;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;3;1;34;14.5;0.333333333333333;203
496;4;4;1;4;1;4;1;4;1;431;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;1;34;14.5;0.25;203
497;4;4;1;4;1;4;1;4;1;431;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;1;34;14.5;0;203
498;4;4;1;4;1;4;1;4;1;433;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;1;34;14.5;0.25;203
499;1;3;0.333333333333333;3;1;3;1;1;0.333333333333333;433;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;3;0.333333333333333;34;14.5;0.333333333333333;203
500;5;5;1;5;1;5;1;5;1;435;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;5;1;34;14.5;0.4;203
501;5;6;0.833333333333333;6;1;6;1;6;1;437;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;6;0.833333333333333;34;14.5;0.166666666666667;203
502;6;6;1;6;1;6;1;6;1;439;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;6;1;34;14.5;0;203
503;3;4;0.75;4;1;4;1;3;0.75;441;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;0.75;34;14.5;0.25;203
504;3;3;1;3;1;3;1;3;1;441;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;3;1;34;14.5;0;203
505;6;6;1;6;1;6;1;6;1;443;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;6;1;34;14.5;0.166666666666667;203
506;2;4;0.5;4;1;4;1;4;1;445;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;0.5;34;14.5;0;203
507;4;4;1;4;1;4;1;4;1;445;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;1;34;14.5;0;203
508;4;6;0.666666666666667;6;1;6;1;6;1;447;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;6;0.666666666666667;34;14.5;0;203
509;2;5;0.4;5;1;5;1;5;1;449;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;5;0.4;34;14.5;0;203
510;4;4;1;4;1;4;1;4;1;451;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;1;34;14.5;0;203
511;2;2;1;2;1;2;1;2;1;453;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;2;1;34;14.5;0;203
512;4;4;1;4;1;4;1;4;1;455;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;1;34;14.5;0;203
513;4;4;1;4;1;4;1;4;1;457;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;1;34;14.5;0;203
514;3;3;1;3;1;3;1;3;1;457;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;3;1;34;14.5;0;203
515;3;4;0.75;4;1;3;0.75;3;0.75;459;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;4;0.75;34;14.5;0.25;203
516;1;3;0.333333333333333;3;1;3;1;3;1;459;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;3;0.333333333333333;34;14.5;0;203
517;4;6;0.666666666666667;6;1;6;1;6;1;461;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2;6;0.666666666666667;34;14.5;0;203
518;0;4;0;4;1;4;1;4;1;463;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;2;2;4;0;7;35;0;30
519;3;3;1;3;1;3;1;3;1;463;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;2;2;3;1;7;35;0;30
520;3;6;0.5;6;1;6;1;6;1;465;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;2;2;6;0.5;7;35;0;30
521;4;4;1;4;1;4;1;4;1;467;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;2;2;4;1;7;35;0;30
522;6;6;1;6;1;6;1;6;1;469;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;6;1;70;11;0.166666666666667;180
523;6;6;1;6;1;6;1;6;1;471;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;6;1;70;11;0.166666666666667;180
524;1;4;0.25;4;1;4;1;4;1;473;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;0.25;70;11;0;180
525;0;4;0;4;1;4;1;2;0.5;473;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;0;NA;70;11;0.25;180
526;3;5;0.6;5;1;5;1;5;1;475;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;5;0.6;70;11;0.2;180
527;4;4;1;4;1;4;1;4;1;475;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;1;70;11;0.25;180
528;2;4;0.5;4;1;4;1;2;0.5;477;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;0.5;70;11;0;180
529;0;4;0;4;1;4;1;4;1;477;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;0;70;11;0;180
530;2;6;0.333333333333333;6;1;6;1;6;1;479;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;6;0.333333333333333;70;11;0;180
531;0;4;0;4;1;4;1;3;0.75;481;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;0;70;11;0;180
532;3;4;0.75;4;1;4;1;4;1;481;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;0.75;70;11;0;180
533;2;4;0.5;4;1;3;0.75;3;0.75;483;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;0.5;70;11;0.5;180
534;1;4;0.25;4;1;4;1;3;0.75;483;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;0.25;70;11;0.5;180
535;1;5;0.2;5;1;4;0.8;4;0.8;485;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;5;0.2;70;11;0;180
536;4;4;1;4;1;4;1;4;1;487;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;1;70;11;0;180
537;2;4;0.5;4;1;4;1;3;0.75;487;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;0.5;70;11;0.25;180
538;1;4;0.25;4;1;3;0.75;2;0.5;489;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;4;0.25;70;11;0.5;180
539;0;3;0;3;1;2;0.666666666666667;1;0.333333333333333;489;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;3;0;70;11;0.333333333333333;180
540;4;5;0.8;5;1;5;1;5;1;491;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2;5;0.8;70;11;0;180
541;3;4;0.75;4;1;4;1;4;1;493;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;0.75;34;14.5;0;161
542;2;4;0.5;4;1;4;1;4;1;493;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;0.5;34;14.5;0;161
543;4;4;1;4;1;4;1;4;1;495;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;1;34;14.5;0;161
544;4;4;1;4;1;4;1;4;1;495;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;1;34;14.5;0.25;161
545;3;4;0.75;4;1;4;1;3;0.75;497;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;0.75;34;14.5;0.25;161
546;4;4;1;4;1;4;1;4;1;497;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;1;34;14.5;0;161
547;3;4;0.75;4;1;4;1;4;1;499;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;0.75;34;14.5;0.25;161
548;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;499;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;3;0.666666666666667;34;14.5;0;161
549;3;4;0.75;4;1;4;1;4;1;501;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;0.75;34;14.5;0;161
550;1;3;0.333333333333333;3;1;3;1;3;1;501;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;3;0.333333333333333;34;14.5;0.333333333333333;161
551;6;6;1;6;1;6;1;5;0.833333333333333;503;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;6;1;34;14.5;0;161
552;3;4;0.75;4;1;4;1;4;1;505;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;0.75;34;14.5;0;161
553;4;4;1;4;1;4;1;4;1;505;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;1;34;14.5;0;161
554;2;4;0.5;4;1;4;1;3;0.75;507;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;0.5;34;14.5;0;161
555;0;3;0;3;1;2;0.666666666666667;1;0.333333333333333;507;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;3;0;34;14.5;0.333333333333333;161
556;3;6;0.5;6;1;6;1;6;1;509;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;6;0.5;34;14.5;0;161
557;4;4;1;4;1;4;1;4;1;511;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;1;34;14.5;0.5;161
558;4;4;1;4;1;4;1;4;1;511;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;1;34;14.5;0.5;161
559;4;4;1;4;1;4;1;4;1;513;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;1;34;14.5;0.25;161
560;3;3;1;3;1;3;1;3;1;513;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;3;1;34;14.5;0;161
561;2;4;0.5;4;1;4;1;4;1;515;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;4;0.5;34;14.5;0;161
562;3;3;1;3;1;3;1;3;1;515;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3;3;1;34;14.5;0;161
563;3;4;0.75;4;1;3;0.75;3;0.75;517;L1105_Na21_H2_E_E1;NA;1;E;E1;interpop;Narbonne_H2;2;3;4;0.75;1;28.5;0;7
564;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;517;L1105_Na21_H2_E_E1;NA;1;E;E1;interpop;Narbonne_H2;2;3;3;0.666666666666667;1;28.5;0;7
565;4;4;1;4;1;4;1;4;1;519;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3;4;1;9;18;0;56
566;3;4;0.75;4;1;4;1;4;1;519;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3;4;0.75;9;18;0;56
567;2;4;0.5;4;1;4;1;4;1;521;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3;4;0.5;9;18;0;56
568;2;4;0.5;4;1;4;1;3;0.75;521;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3;4;0.5;9;18;0;56
569;2;4;0.5;4;1;4;1;2;0.5;523;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3;4;0.5;9;18;0;56
570;3;6;0.5;6;1;6;1;6;1;525;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3;6;0.5;9;18;0;56
571;6;6;1;6;1;6;1;6;1;527;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;2;3;6;1;6;28.5;0.166666666666667;32
572;0;4;0;4;1;4;1;4;1;529;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;2;3;4;0;6;28.5;0;32
573;1;3;0.333333333333333;3;1;3;1;2;0.666666666666667;529;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;2;3;3;0.333333333333333;6;28.5;0.333333333333333;32
574;0;2;0;2;1;2;1;2;1;531;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;2;3;2;0;6;28.5;0.5;32
575;2;6;0.333333333333333;6;1;5;0.833333333333333;4;0.666666666666667;533;F89-13-156-p2_H5_E_E6;NA;1;E;E6;interpop;Corse_H5;2;3;6;0.333333333333333;2;14.5;0.5;6
576;1;5;0.2;5;1;5;1;5;1;535;L1096b_Na156_H4_E_EE1;NA;1;E;EE1;interpop;Narbonne_H4;2;3;5;0.2;5;28.5;0.2;28
577;0;4;0;4;1;4;1;3;0.75;537;L1096b_Na156_H4_E_EE1;NA;1;E;EE1;interpop;Narbonne_H4;2;3;4;0;5;28.5;0;28
578;2;4;0.5;4;1;4;1;2;0.5;539;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3;4;0.5;8;21.5;0;47
579;1;3;0.333333333333333;3;1;3;1;3;1;539;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3;3;0.333333333333333;8;21.5;0;47
580;0;4;0;4;1;2;0.5;2;0.5;541;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3;4;0;8;21.5;0;47
581;0;4;0;4;1;1;0.25;0;0;541;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3;4;0;8;21.5;0;47
582;0;6;0;6;1;0;0;3;0.5;543;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3;6;0;8;21.5;0;47
583;1;6;0.166666666666667;6;1;6;1;4;0.666666666666667;545;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3;6;0.166666666666667;8;21.5;0.166666666666667;47
584;1;4;0.25;4;1;4;1;4;1;547;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;2;3;4;0.25;10;18;0.25;31
585;3;3;1;3;1;3;1;3;1;547;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;2;3;3;1;10;18;0.333333333333333;31
586;2;5;0.4;5;1;5;1;5;1;549;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;2;3;5;0.4;10;18;0;31
587;1;3;0.333333333333333;3;1;3;1;3;1;551;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;2;3;3;0.333333333333333;10;18;0.333333333333333;31
588;4;4;1;4;1;4;1;4;1;553;F89-13-46-b2_H4_2013_I_A1;NA;1;I;A1;interpop;Corse_H4;2;3;4;1;3;28.5;0;22
589;1;4;0.25;4;1;4;1;4;1;553;F89-13-46-b2_H4_2013_I_A1;NA;1;I;A1;interpop;Corse_H4;2;3;4;0.25;3;28.5;0.25;22
590;0;5;0;5;1;4;0.8;4;0.8;555;F89-13-46-b2_H4_2013_I_A1;NA;1;I;A1;interpop;Corse_H4;2;3;5;0;3;28.5;0;22
591;1;3;0.333333333333333;3;1;3;1;3;1;557;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;2;3;3;0.333333333333333;7;25;0;30
592;4;6;0.666666666666667;6;1;6;1;6;1;559;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;2;3;6;0.666666666666667;7;25;0;30
593;2;2;1;2;1;2;1;2;1;561;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;2;3;2;1;7;25;0;30
594;3;6;0.5;6;1;6;1;3;0.5;563;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3;6;0.5;11;21.5;0.333333333333333;68
595;2;4;0.5;4;1;3;0.75;3;0.75;565;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3;4;0.5;11;21.5;0.25;68
596;2;3;0.666666666666667;3;1;3;1;3;1;565;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3;3;0.666666666666667;11;21.5;0.333333333333333;68
597;2;6;0.333333333333333;6;1;6;1;5;0.833333333333333;567;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3;6;0.333333333333333;11;21.5;0.166666666666667;68
598;4;5;0.8;5;1;5;1;4;0.8;569;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3;5;0.8;11;21.5;0.2;68
599;2;4;0.5;4;1;3;0.75;2;0.5;569;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3;4;0.5;11;21.5;0;68
600;2;4;0.5;4;1;3;0.75;3;0.75;571;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3;4;0.5;11;21.5;0;68
601;3;3;1;3;1;3;1;3;1;571;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;4;3;1;11;21.5;0;68
602;4;4;1;4;1;4;1;4;1;573;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;1;40;3;0;106
603;0;4;0;4;1;4;1;2;0.5;573;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;0;40;3;0;106
604;4;4;1;4;1;4;1;4;1;575;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;1;40;3;0;106
605;3;3;1;3;1;3;1;3;1;575;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;3;1;40;3;0;106
606;2;4;0.5;4;1;4;1;3;0.75;577;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;0.5;40;3;0;106
607;3;4;0.75;4;1;4;1;3;0.75;577;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;0.75;40;3;0;106
608;4;4;1;4;1;4;1;4;1;579;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;1;40;3;0.25;106
609;3;4;0.75;4;1;4;1;3;0.75;579;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;0.75;40;3;0;106
610;4;4;1;4;1;4;1;4;1;581;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;1;40;3;0;106
611;4;4;1;4;1;4;1;4;1;581;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;1;40;3;0;106
612;3;4;0.75;4;1;3;0.75;3;0.75;583;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;0.75;40;3;0.25;106
613;3;3;1;3;1;3;1;3;1;583;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;3;1;40;3;0;106
614;3;3;1;3;1;3;1;3;1;585;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;3;1;40;3;0.333333333333333;106
615;4;4;1;4;1;4;1;4;1;587;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;4;1;40;3;0;106
616;3;3;1;3;1;3;1;3;1;587;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4;3;1;40;3;0;106
617;5;6;0.833333333333333;6;1;6;1;6;1;589;L1107_Na234_H2_I_AA5;NA;1;I;AA5;interpop;Narbonne_H2;2;4;6;0.833333333333333;4;14.5;0;15
618;4;4;1;4;1;4;1;4;1;591;F89-13-42-b2_H4_2013_I_B5;NA;1;I;B5;interpop;Corse_H4;2;4;4;1;3;18;0;5
619;4;4;1;4;1;4;1;4;1;593;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4;4;1;7;28.5;0;39
620;3;3;1;3;1;3;1;3;1;593;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4;3;1;7;28.5;0;39
621;3;4;0.75;4;1;4;1;4;1;595;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4;4;0.75;7;28.5;0;39
622;3;3;1;3;1;3;1;3;1;595;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4;3;1;7;28.5;0;39
623;4;4;1;4;1;4;1;4;1;597;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4;4;1;7;28.5;0;39
624;3;4;0.75;4;1;4;1;4;1;597;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4;4;0.75;7;28.5;0;39
625;3;3;1;3;1;3;1;3;1;599;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4;3;1;7;28.5;0;39
626;2;3;0.666666666666667;3;1;3;1;3;1;601;L1130_Na1028_H1_I_CC5;NA;1;I;CC5;interpop;Narbonne_H1;2;4;3;0.666666666666667;2;25;0;9
627;4;4;1;4;1;4;1;3;0.75;603;L1130_Na1028_H1_I_CC5bis;NA;1;I;CC5bis;interpop;Narbonne_H1;2;4;4;1;3;25;0;20
628;4;4;1;4;1;4;1;4;1;605;F89-13-101-r2_H1_I_D4;NA;1;I;D4;interpop;Corse_H1;2;4;4;1;3;25;0;24
629;4;4;1;4;1;4;1;4;1;605;F89-13-101-r2_H1_I_D4;NA;1;I;D4;interpop;Corse_H1;2;4;4;1;3;25;0;24
630;4;4;1;4;1;4;1;4;1;607;F89-13-101-r2_H1_I_D4;NA;1;I;D4;interpop;Corse_H1;2;4;4;1;3;25;0;24
631;4;4;1;4;1;4;1;4;1;607;F89-13-101-r2_H1_I_D4;NA;1;I;D4;interpop;Corse_H1;2;4;4;1;3;25;0.25;24
632;6;6;1;6;1;6;1;6;1;609;F89-13-156-p2_H5_I_E1;NA;1;I;E1;interpop;Corse_H5;2;4;6;1;6;25;0;20
633;4;4;1;4;1;4;1;4;1;611;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;1;34;3;0;153
634;4;4;1;4;1;4;1;4;1;611;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;1;34;3;0;153
635;4;6;0.666666666666667;6;1;6;1;6;1;613;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;6;0.666666666666667;34;3;0.333333333333333;153
636;4;4;1;4;1;4;1;4;1;615;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;1;34;3;0.25;153
637;3;3;1;3;1;3;1;3;1;615;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;3;1;34;3;0.333333333333333;153
638;2;4;0.5;4;1;4;1;4;1;617;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;0.5;34;3;0;153
639;4;4;1;4;1;4;1;3;0.75;617;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;1;34;3;0;153
640;1;4;0.25;4;1;4;1;4;1;619;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4;4;0.25;34;3;0.25;153
