IDBox;SumViability;NbSeed;PropViability;SumSwell;PropSwell;SumRad;PropRad;SumCot;PropCot;IDPod;Plant;Zone;Zone0;UniqueQuadrat;PosQuadrat;Plan;UniqueGeno;Block;Plate
585;3;3;1;3;1;3;1;3;1;547;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;2;3
586;2;5;0.4;5;1;5;1;5;1;549;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;2;3
587;1;3;0.333333333333333;3;1;3;1;3;1;551;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;2;3
588;4;4;1;4;1;4;1;4;1;553;F89-13-46-b2_H4_2013_I_A1;NA;1;I;A1;interpop;Corse_H4;2;3
589;1;4;0.25;4;1;4;1;4;1;553;F89-13-46-b2_H4_2013_I_A1;NA;1;I;A1;interpop;Corse_H4;2;3
590;0;5;0;5;1;4;0.8;4;0.8;555;F89-13-46-b2_H4_2013_I_A1;NA;1;I;A1;interpop;Corse_H4;2;3
591;1;3;0.333333333333333;3;1;3;1;3;1;557;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;2;3
592;4;6;0.666666666666667;6;1;6;1;6;1;559;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;2;3
593;2;2;1;2;1;2;1;2;1;561;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;2;3
594;3;6;0.5;6;1;6;1;3;0.5;563;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3
595;2;4;0.5;4;1;3;0.75;3;0.75;565;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3
596;2;3;0.666666666666667;3;1;3;1;3;1;565;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3
597;2;6;0.333333333333333;6;1;6;1;5;0.833333333333333;567;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3
598;4;5;0.8;5;1;5;1;4;0.8;569;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3
599;2;4;0.5;4;1;3;0.75;2;0.5;569;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3
600;2;4;0.5;4;1;3;0.75;3;0.75;571;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;3
601;3;3;1;3;1;3;1;3;1;571;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;2;4
602;4;4;1;4;1;4;1;4;1;573;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
603;0;4;0;4;1;4;1;2;0.5;573;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
604;4;4;1;4;1;4;1;4;1;575;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
605;3;3;1;3;1;3;1;3;1;575;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
606;2;4;0.5;4;1;4;1;3;0.75;577;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
607;3;4;0.75;4;1;4;1;3;0.75;577;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
608;4;4;1;4;1;4;1;4;1;579;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
609;3;4;0.75;4;1;4;1;3;0.75;579;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
610;4;4;1;4;1;4;1;4;1;581;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
611;4;4;1;4;1;4;1;4;1;581;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
612;3;4;0.75;4;1;3;0.75;3;0.75;583;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
613;3;3;1;3;1;3;1;3;1;583;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
614;3;3;1;3;1;3;1;3;1;585;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
615;4;4;1;4;1;4;1;4;1;587;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
616;3;3;1;3;1;3;1;3;1;587;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;2;4
617;5;6;0.833333333333333;6;1;6;1;6;1;589;L1107_Na234_H2_I_AA5;NA;1;I;AA5;interpop;Narbonne_H2;2;4
618;4;4;1;4;1;4;1;4;1;591;F89-13-42-b2_H4_2013_I_B5;NA;1;I;B5;interpop;Corse_H4;2;4
619;4;4;1;4;1;4;1;4;1;593;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4
620;3;3;1;3;1;3;1;3;1;593;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4
621;3;4;0.75;4;1;4;1;4;1;595;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4
622;3;3;1;3;1;3;1;3;1;595;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4
623;4;4;1;4;1;4;1;4;1;597;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4
624;3;4;0.75;4;1;4;1;4;1;597;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4
625;3;3;1;3;1;3;1;3;1;599;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;2;4
626;2;3;0.666666666666667;3;1;3;1;3;1;601;L1130_Na1028_H1_I_CC5;NA;1;I;CC5;interpop;Narbonne_H1;2;4
627;4;4;1;4;1;4;1;3;0.75;603;L1130_Na1028_H1_I_CC5bis;NA;1;I;CC5bis;interpop;Narbonne_H1;2;4
628;4;4;1;4;1;4;1;4;1;605;F89-13-101-r2_H1_I_D4;NA;1;I;D4;interpop;Corse_H1;2;4
629;4;4;1;4;1;4;1;4;1;605;F89-13-101-r2_H1_I_D4;NA;1;I;D4;interpop;Corse_H1;2;4
630;4;4;1;4;1;4;1;4;1;607;F89-13-101-r2_H1_I_D4;NA;1;I;D4;interpop;Corse_H1;2;4
631;4;4;1;4;1;4;1;4;1;607;F89-13-101-r2_H1_I_D4;NA;1;I;D4;interpop;Corse_H1;2;4
632;6;6;1;6;1;6;1;6;1;609;F89-13-156-p2_H5_I_E1;NA;1;I;E1;interpop;Corse_H5;2;4
633;4;4;1;4;1;4;1;4;1;611;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
634;4;4;1;4;1;4;1;4;1;611;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
635;4;6;0.666666666666667;6;1;6;1;6;1;613;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
636;4;4;1;4;1;4;1;4;1;615;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
637;3;3;1;3;1;3;1;3;1;615;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
638;2;4;0.5;4;1;4;1;4;1;617;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
639;4;4;1;4;1;4;1;3;0.75;617;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
640;1;4;0.25;4;1;4;1;4;1;619;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
641;3;3;1;3;1;3;1;3;1;619;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
642;0;4;0;4;1;4;1;4;1;621;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
643;2;3;0.666666666666667;3;1;3;1;3;1;621;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
644;2;4;0.5;4;1;4;1;4;1;623;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
645;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;623;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
646;4;4;1;4;1;4;1;4;1;625;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
647;3;3;1;3;1;3;1;3;1;625;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
648;2;4;0.5;4;1;4;1;4;1;627;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
649;0;3;0;3;1;3;1;3;1;627;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
650;3;4;0.75;4;1;4;1;4;1;629;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
651;3;3;1;3;1;3;1;3;1;629;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
652;1;4;0.25;4;1;4;1;4;1;631;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
653;0;3;0;3;1;3;1;3;1;631;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;2;4
654;4;5;0.8;5;1;5;1;4;0.8;633;L1110b_Na326_H5_I_E5;NA;1;I;E5;interpop;Narbonne_H5;2;4
655;1;4;0.25;4;1;2;0.5;4;1;635;L1110b_Na326_H5_I_E5;NA;1;I;E5;interpop;Narbonne_H5;2;4
656;2;3;0.666666666666667;3;1;3;1;3;1;635;L1110b_Na326_H5_I_E5;NA;1;I;E5;interpop;Narbonne_H5;2;4
657;0;4;0;4;1;4;1;4;1;637;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;4
658;3;3;1;3;1;3;1;3;1;637;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;4
659;3;4;0.75;4;1;3;0.75;3;0.75;639;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;4
660;3;3;1;3;1;3;1;3;1;639;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;4
661;4;4;1;4;1;4;1;4;1;641;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;5
662;4;4;1;4;1;4;1;4;1;641;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;5
663;5;5;1;5;1;5;1;5;1;643;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;2;5
664;3;4;0.75;4;1;3;0.75;4;1;645;L1110b_Na326_H5_I_EE3;NA;1;I;EE3;interpop;Narbonne_H5;2;5
665;2;3;0.666666666666667;3;1;3;1;3;1;645;L1110b_Na326_H5_I_EE3;NA;1;I;EE3;interpop;Narbonne_H5;2;5
666;3;3;1;3;1;3;1;3;1;647;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5
667;4;4;1;4;1;4;1;4;1;647;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5
668;3;4;0.75;4;1;4;1;4;1;649;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5
669;4;4;1;4;1;4;1;4;1;649;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5
670;1;4;0.25;4;1;4;1;4;1;651;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5
671;4;4;1;4;1;4;1;4;1;651;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5
672;2;4;0.5;4;1;4;1;3;0.75;653;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5
673;3;3;1;3;1;3;1;3;1;653;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;2;5
674;0;4;0;4;1;3;0.75;2;0.5;655;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
675;0;3;0;3;1;3;1;3;1;655;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
676;2;4;0.5;4;1;4;1;4;1;657;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
677;0;3;0;3;1;3;1;3;1;657;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
678;2;4;0.5;4;1;3;0.75;4;1;659;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
679;0;4;0;4;1;0;0;0;0;659;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
680;0;4;0;4;1;4;1;4;1;661;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
681;4;4;1;4;1;4;1;4;1;661;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
682;4;4;1;4;1;4;1;4;1;663;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
683;4;4;1;4;1;4;1;4;1;663;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
684;5;5;1;5;1;5;1;5;1;665;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
685;1;4;0.25;4;1;3;0.75;2;0.5;667;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
686;3;4;0.75;4;1;3;0.75;4;1;667;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
687;4;4;1;4;1;4;1;4;1;669;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
688;3;3;1;3;1;3;1;3;1;669;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
689;4;4;1;4;1;4;1;4;1;671;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
690;4;4;1;4;1;4;1;4;1;671;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
691;4;5;0.8;5;1;5;1;5;1;673;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
692;2;4;0.5;4;1;4;1;4;1;675;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
693;4;4;1;4;1;4;1;4;1;675;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
694;4;4;1;4;1;4;1;4;1;677;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
695;3;3;1;3;1;3;1;3;1;677;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
696;2;5;0.4;5;1;5;1;5;1;679;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;2;5
697;5;5;1;5;1;5;1;5;1;681;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;2;5
698;4;4;1;4;1;4;1;4;1;683;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;2;5
699;3;3;1;3;1;3;1;3;1;683;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;2;5
700;6;6;1;6;1;6;1;6;1;685;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;2;5
701;4;6;0.666666666666667;6;1;6;1;6;1;687;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;2;5
702;3;3;1;3;1;3;1;3;1;691;F89-13-46-b2_H4_2013_J_A6;NA;1;J;A6;interpop;Corse_H4;2;5
703;5;6;0.833333333333333;6;1;6;1;6;1;697;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5
704;6;6;1;6;1;6;1;6;1;699;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5
705;3;3;1;3;1;3;1;3;1;701;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5
706;2;6;0.333333333333333;6;1;6;1;4;0.666666666666667;703;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5
707;2;4;0.5;4;1;4;1;4;1;705;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5
708;3;4;0.75;4;1;4;1;4;1;705;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5
709;3;6;0.5;6;1;6;1;6;1;707;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5
710;1;1;1;1;1;1;1;1;1;709;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;2;5
711;2;4;0.5;4;1;4;1;4;1;711;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5
712;1;3;0.333333333333333;3;1;3;1;2;0.666666666666667;711;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5
713;2;4;0.5;4;1;3;0.75;2;0.5;713;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5
714;1;3;0.333333333333333;3;1;2;0.666666666666667;2;0.666666666666667;713;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5
715;0;4;0;4;1;4;1;4;1;715;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5
716;2;4;0.5;4;1;4;1;3;0.75;715;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5
717;3;6;0.5;6;1;6;1;4;0.666666666666667;717;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5
718;4;6;0.666666666666667;6;1;6;1;5;0.833333333333333;719;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5
719;0;1;0;1;1;1;1;1;1;721;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;2;5
720;0;4;0;4;1;0;0;1;0.25;723;F89-13-156-p2_H5_J_D1;NA;1;J;D1;interpop;Corse_H5;2;5
721;0;4;0;4;1;2;0.5;1;0.25;723;F89-13-156-p2_H5_J_D1;NA;1;J;D1;interpop;Corse_H5;2;6
722;6;6;1;6;1;6;1;6;1;725;F89-13-156-p2_H5_J_D1;NA;1;J;D1;interpop;Corse_H5;2;6
723;4;4;1;4;1;4;1;4;1;727;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;2;6
724;4;4;1;4;1;4;1;4;1;727;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;2;6
725;6;6;1;6;1;6;1;6;1;729;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;2;6
726;6;6;1;6;1;6;1;6;1;731;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;2;6
727;6;6;1;6;1;6;1;6;1;735;F89-13-156-p2_H5_J_F2;NA;1;J;F2;interpop;Corse_H5;2;6
728;4;4;1;4;1;4;1;4;1;739;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
729;3;3;1;3;1;3;1;3;1;739;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
730;4;4;1;4;1;4;1;4;1;741;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
731;4;4;1;4;1;4;1;4;1;741;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
732;5;6;0.833333333333333;6;1;6;1;5;0.833333333333333;743;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
733;4;4;1;4;1;4;1;4;1;745;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
734;4;4;1;4;1;4;1;4;1;747;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
735;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;747;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
736;5;5;1;5;1;5;1;5;1;749;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
737;6;6;1;6;1;6;1;6;1;751;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
738;6;6;1;6;1;6;1;6;1;753;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
739;5;5;1;5;1;5;1;5;1;755;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
740;4;4;1;4;1;4;1;4;1;757;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
741;3;3;1;3;1;3;1;3;1;759;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
742;2;4;0.5;4;1;3;0.75;3;0.75;761;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
743;5;5;1;5;1;5;1;5;1;763;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
744;4;4;1;4;1;4;1;4;1;765;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
745;3;3;1;3;1;3;1;3;1;765;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
746;4;4;1;4;1;4;1;4;1;767;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
747;4;4;1;4;1;4;1;4;1;769;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
748;4;4;1;4;1;4;1;4;1;769;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
749;4;4;1;4;1;4;1;4;1;771;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
750;4;4;1;4;1;4;1;3;0.75;771;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
751;6;6;1;5;0.833333333333333;6;1;6;1;773;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;2;6
752;6;6;1;6;1;6;1;6;1;775;Inconnu?_N_A34;NA;1;N;A34;interpop;0;2;6
753;2;4;0.5;4;1;4;1;4;1;777;Inconnu?_N_A34;NA;1;N;A34;interpop;0;2;6
754;6;6;1;6;1;6;1;6;1;779;Inconnu?_N_A34;NA;1;N;A34;interpop;0;2;6
755;0;3;0;3;1;3;1;3;1;783;Inconnu?_N_A5;NA;1;N;A5;interpop;0;2;6
756;5;5;1;5;1;5;1;5;1;785;Inconnu?_N_A6;NA;1;N;A6;interpop;0;2;6
757;4;4;1;4;1;4;1;4;1;787;Inconnu?_N_A6;NA;1;N;A6;interpop;0;2;6
758;2;2;1;2;1;2;1;2;1;789;Inconnu?_N_A6;NA;1;N;A6;interpop;0;2;6
759;3;4;0.75;4;1;4;1;4;1;791;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;2;6
760;1;3;0.333333333333333;3;1;2;0.666666666666667;2;0.666666666666667;791;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;2;6
761;5;5;1;5;1;5;1;5;1;793;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;2;6
762;2;4;0.5;4;1;4;1;3;0.75;795;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;2;6
763;4;4;1;4;1;4;1;4;1;797;F89-13-101-r2_H1_N_C1;NA;1;N;C1;interpop;Corse_H1;2;6
764;0;4;0;4;1;4;1;4;1;799;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
765;1;3;0.333333333333333;3;1;3;1;1;0.333333333333333;799;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
766;4;4;1;4;1;4;1;4;1;801;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
767;3;3;1;3;1;3;1;3;1;801;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
768;3;4;0.75;4;1;3;0.75;3;0.75;803;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
769;1;3;0.333333333333333;3;1;2;0.666666666666667;2;0.666666666666667;803;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
770;6;6;1;6;1;6;1;6;1;805;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
771;2;4;0.5;4;1;4;1;4;1;807;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
772;2;4;0.5;4;1;4;1;4;1;807;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
773;2;4;0.5;4;1;4;1;4;1;809;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
774;0;3;0;3;1;3;1;3;1;809;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
775;0;4;0;4;1;0;0;0;0;811;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
776;0;4;0;4;1;1;0.25;1;0.25;811;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
777;0;4;0;4;1;1;0.25;3;0.75;813;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
778;0;3;0;3;1;2;0.666666666666667;3;1;813;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
779;3;6;0.5;5;0.833333333333333;6;1;6;1;815;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
780;1;5;0.2;3;0.6;5;1;5;1;817;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;6
781;3;4;0.75;4;1;4;1;4;1;819;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
782;3;3;1;3;1;3;1;3;1;819;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
783;3;5;0.6;5;1;5;1;5;1;821;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
784;6;6;1;6;1;6;1;6;1;823;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
785;4;4;1;4;1;4;1;4;1;825;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
786;3;3;1;3;1;3;1;3;1;825;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
787;2;4;0.5;4;1;4;1;3;0.75;827;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
788;4;4;1;4;1;4;1;4;1;829;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
789;3;4;0.75;4;1;4;1;4;1;829;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;2;7
