IDBox;SumViability;NbSeed;PropViability;SumSwell;PropSwell;SumRad;PropRad;SumCot;PropCot;IDPod;Plant;Zone;Zone0;UniqueQuadrat;PosQuadrat;Plan;UniqueGeno;Block;Plate
993;3;4;0.75;4;1;4;1;4;1;470;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
994;1;4;0.25;4;1;3;0.75;4;1;472;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
995;2;4;0.5;4;1;4;1;4;1;472;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
996;5;5;1;5;1;5;1;5;1;474;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
997;4;4;1;4;1;4;1;4;1;474;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
998;1;4;0.25;4;1;4;1;1;0.25;476;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
999;1;3;0.333333333333333;3;1;2;0.666666666666667;3;1;476;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1000;4;4;1;4;1;4;1;4;1;478;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1001;4;4;1;4;1;4;1;4;1;478;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1002;3;4;0.75;4;1;3;0.75;4;1;480;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1003;0;4;0;4;1;3;0.75;4;1;480;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1004;3;4;0.75;4;1;4;1;4;1;482;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1005;3;3;1;3;1;3;1;3;1;482;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1006;5;5;1;5;1;5;1;5;1;484;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1007;3;4;0.75;4;1;3;0.75;4;1;484;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1008;3;4;0.75;4;1;4;1;4;1;486;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1009;3;3;1;3;1;3;1;3;1;486;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1010;6;6;1;6;1;6;1;6;1;488;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1011;4;4;1;4;1;4;1;4;1;490;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1012;1;3;0.333333333333333;3;1;3;1;3;1;490;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1013;4;6;0.666666666666667;6;1;6;1;6;1;492;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;3;6
1014;3;4;0.75;4;1;4;1;4;1;494;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1015;3;3;1;3;1;3;1;3;1;494;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1016;4;4;1;4;1;4;1;4;1;496;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1017;3;3;1;3;1;3;1;3;1;496;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1018;4;6;0.666666666666667;6;1;6;1;6;1;498;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1019;4;4;1;4;1;4;1;4;1;500;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1020;2;3;0.666666666666667;3;1;3;1;3;1;500;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1021;6;6;1;6;1;6;1;6;1;502;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1022;3;4;0.75;4;1;4;1;3;0.75;504;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1023;3;3;1;3;1;3;1;3;1;504;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1024;6;6;1;6;1;6;1;6;1;506;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1025;4;4;1;4;1;4;1;4;1;508;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1026;4;4;1;4;1;4;1;4;1;508;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1027;6;6;1;6;1;6;1;6;1;510;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1028;4;5;0.8;5;1;5;1;4;0.8;512;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1029;5;5;1;5;1;5;1;5;1;514;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1030;4;4;1;4;1;4;1;4;1;516;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;3;7
1031;4;4;1;4;1;4;1;4;1;518;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;3;7
1032;4;4;1;4;1;4;1;4;1;518;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;3;7
1033;4;4;1;4;1;4;1;4;1;520;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;3;7
1034;3;4;0.75;4;1;4;1;4;1;520;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;3;7
1035;5;5;1;5;1;5;1;5;1;522;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;3;7
1036;2;3;0.666666666666667;3;1;3;1;3;1;524;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;3;7
1037;6;6;1;6;1;6;1;6;1;526;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;3;7
1038;5;6;0.833333333333333;6;1;6;1;6;1;528;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;3;7
1039;5;6;0.833333333333333;6;1;6;1;6;1;530;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;3;7
1040;4;5;0.8;5;1;5;1;5;1;532;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;3;7
1041;4;4;1;4;1;4;1;4;1;534;L1096b_Na156_H4_E_EE1;NA;1;E;EE1;interpop;Narbonne_H4;3;7
1042;4;4;1;4;1;4;1;4;1;534;L1096b_Na156_H4_E_EE1;NA;1;E;EE1;interpop;Narbonne_H4;3;7
1043;3;4;0.75;4;1;4;1;4;1;536;L1096b_Na156_H4_E_EE1;NA;1;E;EE1;interpop;Narbonne_H4;3;7
1044;2;3;0.666666666666667;3;1;3;1;3;1;536;L1096b_Na156_H4_E_EE1;NA;1;E;EE1;interpop;Narbonne_H4;3;7
1045;4;4;1;4;1;4;1;4;1;538;L1096b_Na156_H4_E_EE1;NA;1;E;EE1;interpop;Narbonne_H4;3;7
1046;4;4;1;4;1;4;1;4;1;540;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;3;7
1047;2;3;0.666666666666667;3;1;3;1;3;1;540;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;3;7
1048;5;6;0.833333333333333;6;1;6;1;6;1;542;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;3;7
1049;4;4;1;4;1;4;1;4;1;544;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;3;7
1050;3;3;1;3;1;3;1;3;1;544;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;3;7
1051;4;4;1;4;1;4;1;4;1;546;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;3;7
1052;4;4;1;4;1;4;1;4;1;546;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;3;7
1053;6;6;1;6;1;6;1;6;1;548;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;3;7
1054;2;2;1;2;1;2;1;2;1;550;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;3;7
1055;5;5;1;5;1;5;1;5;1;554;F89-13-46-b2_H4_2013_I_A1;NA;1;I;A1;interpop;Corse_H4;3;7
1056;4;4;1;4;1;4;1;4;1;554;F89-13-46-b2_H4_2013_I_A1;NA;1;I;A1;interpop;Corse_H4;3;7
1057;4;4;1;4;1;4;1;4;1;556;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;3;7
1058;3;3;1;3;1;3;1;3;1;556;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;3;7
1059;2;4;0.5;4;1;4;1;4;1;558;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;3;7
1060;2;3;0.666666666666667;3;1;2;0.666666666666667;3;1;558;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;3;7
1061;4;5;0.8;5;1;5;1;5;1;560;F89-13-156-p2_H5_I_A2;NA;1;I;A2;interpop;Corse_H5;3;7
1062;4;4;1;4;1;4;1;4;1;564;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;3;7
1063;3;3;1;3;1;3;1;3;1;564;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;3;7
1064;4;4;1;4;1;4;1;4;1;566;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;3;7
1065;3;3;1;3;1;3;1;3;1;566;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;3;7
1066;5;6;0.833333333333333;6;1;6;1;6;1;568;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;3;7
1067;3;4;0.75;4;1;4;1;4;1;570;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;3;7
1068;3;3;1;3;1;3;1;3;1;570;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;3;7
1069;6;6;1;6;1;6;1;6;1;572;L1123_Na632_H8_I_A5;NA;1;I;A5;interpop;Narbonne_H8;3;7
1070;4;4;1;4;1;4;1;4;1;574;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;7
1071;2;3;0.666666666666667;3;1;3;1;3;1;574;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;7
1072;4;5;0.8;5;1;5;1;5;1;576;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;7
1073;3;4;0.75;4;1;4;1;4;1;576;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;7
1074;2;3;0.666666666666667;3;1;3;1;3;1;914;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;7
1075;4;4;1;4;1;4;1;4;1;916;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;7
1076;5;5;1;5;1;5;1;5;1;918;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;7
1077;4;4;1;4;1;4;1;4;1;920;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;7
1078;5;5;1;5;1;5;1;5;1;922;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;7
1079;4;4;1;4;1;4;1;4;1;924;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;7
1080;2;3;0.666666666666667;2;0.666666666666667;2;0.666666666666667;2;0.666666666666667;924;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;7
1081;5;5;1;5;1;5;1;5;1;926;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;7
1082;5;6;0.833333333333333;6;1;6;1;6;1;928;L1107_Na234_H2_N_E4;NA;1;N;E4;interpop;Narbonne_H2;3;7
1083;6;6;1;6;1;6;1;6;1;930;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;3;7
1084;5;6;0.833333333333333;6;1;6;1;5;0.833333333333333;932;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;3;7
1085;6;6;1;6;1;6;1;6;1;934;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;3;7
1086;5;6;0.833333333333333;6;1;6;1;6;1;936;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;3;7
1087;3;4;0.75;4;1;4;1;3;0.75;938;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;3;7
1088;3;3;1;3;1;3;1;3;1;938;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;3;7
1089;5;5;1;5;1;5;1;5;1;940;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;3;7
1090;5;5;1;5;1;5;1;5;1;944;L1119_Na545_H50_N_F3;NA;1;N;F3;interpop;Narbonne_H50;3;7
1091;4;6;0.666666666666667;6;1;6;1;5;0.833333333333333;946;L1123_Na632_H8_P_B2;NA;1;P;B2;interpop;Narbonne_H8;3;7
1092;5;5;1;5;1;5;1;5;1;948;L1123_Na632_H8_P_B2;NA;1;P;B2;interpop;Narbonne_H8;3;7
1093;3;4;0.75;4;1;4;1;4;1;950;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;3;7
1094;4;4;1;4;1;4;1;4;1;950;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;3;7
1095;4;5;0.8;5;1;5;1;5;1;952;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;3;7
1096;3;4;0.75;4;1;4;1;4;1;952;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;3;7
1097;5;6;0.833333333333333;6;1;6;1;6;1;954;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;3;7
1098;1;4;0.25;4;1;4;1;3;0.75;956;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;3;7
1099;2;3;0.666666666666667;3;1;3;1;3;1;956;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;3;7
1100;2;4;0.5;4;1;4;1;4;1;958;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;3;7
1101;3;3;1;3;1;3;1;3;1;958;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;3;7
1102;4;5;0.8;5;1;5;1;5;1;960;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;3;7
1103;1;4;0.25;4;1;4;1;4;1;962;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;3;7
1104;2;3;0.666666666666667;3;1;3;1;3;1;962;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;3;7
1105;3;4;0.75;4;1;4;1;4;1;964;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;3;7
1106;2;3;0.666666666666667;3;1;3;1;3;1;966;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;3;7
1107;3;3;1;3;1;3;1;3;1;968;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;3;7
1108;3;4;0.75;4;1;4;1;4;1;970;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;3;7
1109;4;4;1;4;1;4;1;4;1;970;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;3;7
1110;4;5;0.8;4;0.8;4;0.8;4;0.8;972;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;3;7
1111;4;4;1;4;1;4;1;4;1;974;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1112;3;3;1;3;1;3;1;3;1;974;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1113;4;4;1;4;1;4;1;4;1;976;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1114;3;3;1;3;1;3;1;3;1;976;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1115;3;6;0.5;5;0.833333333333333;5;0.833333333333333;5;0.833333333333333;978;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1116;4;6;0.666666666666667;6;1;6;1;6;1;980;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1117;2;4;0.5;4;1;4;1;4;1;982;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1118;1;4;0.25;4;1;3;0.75;3;0.75;984;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1119;2;3;0.666666666666667;3;1;3;1;3;1;984;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1120;4;6;0.666666666666667;6;1;6;1;6;1;986;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1121;3;4;0.75;4;1;3;0.75;4;1;988;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1122;2;3;0.666666666666667;2;0.666666666666667;3;1;3;1;988;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1123;0;4;0;4;1;4;1;4;1;990;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1124;1;3;0.333333333333333;3;1;3;1;3;1;990;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;3;7
1125;3;5;0.6;5;1;5;1;5;1;992;F89-13-155-p2_H1_P_EE1;NA;1;P;EE1;interpop;Corse_H1;3;7
1126;5;5;1;5;1;5;1;5;1;578;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;1
1127;4;4;1;4;1;4;1;4;1;578;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;1
1128;4;4;1;4;1;4;1;4;1;580;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;1
1129;5;6;0.833333333333333;6;1;5;0.833333333333333;5;0.833333333333333;582;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;1
1130;3;4;0.75;4;1;4;1;4;1;584;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;1
1131;4;4;1;4;1;4;1;4;1;584;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;1
1132;3;4;0.75;4;1;3;0.75;3;0.75;586;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;1
1133;3;3;1;3;1;3;1;3;1;586;L1105_Na21_H2_I_A6;NA;1;I;A6;interpop;Narbonne_H2;3;1
1134;5;5;1;5;1;5;1;5;1;588;L1107_Na234_H2_I_AA5;NA;1;I;AA5;interpop;Narbonne_H2;3;1
1135;4;4;1;4;1;4;1;4;1;590;L1107_Na234_H2_I_AA5;NA;1;I;AA5;interpop;Narbonne_H2;3;1
1136;6;6;1;6;1;6;1;6;1;592;F89-13-156-p2_H5_I_B6;NA;1;I;B6;interpop;Corse_H5;3;1
1137;3;4;0.75;4;1;4;1;4;1;594;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;3;1
1138;4;4;1;4;1;4;1;4;1;594;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;3;1
1139;5;5;1;5;1;5;1;5;1;596;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;3;1
1140;0;1;0;1;1;1;1;1;1;598;L1090_Na136_H1_I_C5;NA;1;I;C5;interpop;Narbonne_H1;3;1
1141;5;6;0.833333333333333;6;1;6;1;6;1;600;L1130_Na1028_H1_I_CC5;NA;1;I;CC5;interpop;Narbonne_H1;3;1
1142;4;6;0.666666666666667;6;1;6;1;6;1;602;L1130_Na1028_H1_I_CC5bis;NA;1;I;CC5bis;interpop;Narbonne_H1;3;1
1143;6;6;1;6;1;6;1;6;1;604;L1130_Na1028_H1_I_CC5bis;NA;1;I;CC5bis;interpop;Narbonne_H1;3;1
1145;4;4;1;4;1;4;1;4;1;606;F89-13-101-r2_H1_I_D4;NA;1;I;D4;interpop;Corse_H1;3;1
1146;4;4;1;4;1;4;1;4;1;606;F89-13-101-r2_H1_I_D4;NA;1;I;D4;interpop;Corse_H1;3;1
1147;3;4;0.75;4;1;4;1;4;1;608;F89-13-156-p2_H5_I_E1;NA;1;I;E1;interpop;Corse_H5;3;1
1148;3;3;1;3;1;3;1;3;1;608;F89-13-156-p2_H5_I_E1;NA;1;I;E1;interpop;Corse_H5;3;1
1149;4;4;1;4;1;4;1;4;1;610;F89-13-156-p2_H5_I_E1;NA;1;I;E1;interpop;Corse_H5;3;1
1150;3;3;1;3;1;3;1;3;1;610;F89-13-156-p2_H5_I_E1;NA;1;I;E1;interpop;Corse_H5;3;1
1151;4;4;1;4;1;4;1;4;1;612;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1152;3;3;1;3;1;3;1;3;1;612;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1153;3;5;0.6;5;1;5;1;5;1;614;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1154;4;4;1;4;1;4;1;4;1;614;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1155;4;4;1;4;1;4;1;4;1;616;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1156;3;3;1;3;1;3;1;3;1;616;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1157;4;4;1;4;1;4;1;4;1;618;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1158;3;3;1;3;1;3;1;3;1;618;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1159;2;4;0.5;4;1;4;1;4;1;620;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1160;3;4;0.75;4;1;4;1;4;1;620;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1161;3;4;0.75;4;1;4;1;4;1;622;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1162;3;3;1;3;1;3;1;3;1;622;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1163;4;4;1;4;1;4;1;4;1;624;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1164;4;4;1;4;1;4;1;4;1;624;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1165;4;4;1;4;1;4;1;4;1;626;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1166;3;3;1;3;1;3;1;3;1;626;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1167;4;4;1;4;1;4;1;4;1;628;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1168;3;3;1;3;1;3;1;3;1;628;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1169;3;4;0.75;4;1;4;1;4;1;630;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1170;3;3;1;3;1;3;1;3;1;630;F89-13-155-p2_H1_I_E3;NA;1;I;E3;interpop;Corse_H1;3;1
1171;2;5;0.4;5;1;5;1;4;0.8;632;L1110b_Na326_H5_I_E5;NA;1;I;E5;interpop;Narbonne_H5;3;1
1172;3;4;0.75;4;1;4;1;4;1;634;L1110b_Na326_H5_I_E5;NA;1;I;E5;interpop;Narbonne_H5;3;1
1173;2;3;0.666666666666667;3;1;3;1;3;1;634;L1110b_Na326_H5_I_E5;NA;1;I;E5;interpop;Narbonne_H5;3;1
1174;3;6;0.5;6;1;6;1;4;0.666666666666667;636;L1110b_Na326_H5_I_E5;NA;1;I;E5;interpop;Narbonne_H5;3;1
1175;1;4;0.25;4;1;4;1;4;1;638;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;3;1
1176;3;4;0.75;4;1;4;1;4;1;638;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;3;1
1177;6;6;1;6;1;6;1;6;1;640;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;3;1
1178;5;6;0.833333333333333;6;1;6;1;6;1;642;F89-13-101-r2_H1_I_EE1;NA;1;I;EE1;interpop;Corse_H1;3;1
1179;3;4;0.75;4;1;3;0.75;4;1;644;L1110b_Na326_H5_I_EE3;NA;1;I;EE3;interpop;Narbonne_H5;3;1
1180;1;3;0.333333333333333;3;1;3;1;3;1;644;L1110b_Na326_H5_I_EE3;NA;1;I;EE3;interpop;Narbonne_H5;3;1
1181;2;4;0.5;4;1;4;1;4;1;646;L1110b_Na326_H5_I_EE3;NA;1;I;EE3;interpop;Narbonne_H5;3;1
1182;3;4;0.75;4;1;4;1;4;1;646;L1110b_Na326_H5_I_EE3;NA;1;I;EE3;interpop;Narbonne_H5;3;1
1183;3;4;0.75;4;1;4;1;4;1;648;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;3;1
1184;0;4;0;4;1;4;1;3;0.75;648;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;3;1
1185;4;4;1;4;1;4;1;4;1;650;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;3;1
1186;4;4;1;4;1;4;1;4;1;650;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;3;2
1187;4;4;1;4;1;4;1;4;1;652;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;3;2
1188;3;3;1;3;1;3;1;3;1;652;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;3;2
1189;4;5;0.8;5;1;5;1;5;1;654;L1130_Na1028_H1_I_F5;NA;1;I;F5;interpop;Narbonne_H1;3;2
1190;4;4;1;4;1;4;1;4;1;656;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1191;3;3;1;3;1;3;1;3;1;656;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1192;4;4;1;4;1;4;1;4;1;658;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1193;3;3;1;3;1;3;1;3;1;658;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1194;3;5;0.6;5;1;5;1;5;1;660;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1195;4;4;1;4;1;4;1;4;1;662;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
